File ID,Vehicle 1 Manufacturer,Vehicle 1 Business Name,Vehicle 1 Year of Manufacturing,Vehicle 1 Make,Vehicle 1 Model,Location of Accident,City of Accident,County of Accident,State of Accident,ZIPCODE of Accident,Vehicle 1 was Moving,Vehicle 1 was Stopped in Traffic,Pedestrian Involved in Accident (w V1),Bicyclist involved in Accident (w V1),Any other involved entity (w V1),Number of Vehicles involved in Accident (w V1),Vehicle Damage,RB,LR1,LR2,LR3,RR1,RR2,RR3,LRP1,LRP2,LRP3,LRP4,RRP1,RRP2,RRP3,RRP4,FDS1,FDS2,FDS3,FDS4,FPS1,FPS2,FPS3,FPS4,LFC1,LFC2,LFC3,RFC1,RFC2,RFC3,FB,Vehicle 2 Model,Vehicle 2 Year of Manufacturing,Vehicle 2 was Moving,Vehicle 2 was Stopped in Traffic,Pedestrian Involved in Accident (w V2),Bicyclist involved in Accident (w V2),Any other involved entity (w V2),Number of Vehicles involved in Accident (w V2),Car Mode,Weather Vehicle 1,Weather Vehicle 2,Lighting Vehicle 1,Lighting Vehicle 2,Roadway Surface Vehicle 1,Roadway Surface Vehicle 2,Roadway Conditions Vehicle 1,Roadway Conditions Vehicle 2,Movement Preceding Collision Vehicle 1,Movement Preceding Collision Vehicle 2,Type of Collison Vehicle 1,Type of Collison Vehicle 2,Other Factors
collision-report-zoox-july-23-2019.pdf,Zoox Inc.,Zoox,2016,Toyota,Highlander,Hyde St & Union St,San Francisco,San Francisco,CA,94109,N/A,/#20,N/A,N/A,Truck,2,Zoox Inc.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pickup Truck,N/A,/#20,N/A,N/A,N/A,N/A,N/A,Conventional Mode,Clear,Clear,Dark w Street-lights,Dark w Street-lights,Dark,Dark,No unusual conditions,No unusual conditions,Stopped,Proceeding Straight,Other,Side Swipe,N/A
gm-cruise-collision-report-may-18-2019.pdf,GM Cruise LLC,Cruise,2019,Chevrolet,Bolt,Euclid Ave. and Palm Ave.,San Francisco,San Francisco,CA,94118,/#20,N/A,N/A,N/A,N/A,2,GM Cruise LLC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mazda 3 SW S,2010,/#20,N/A,N/A,N/A,N/A,2,Autonomous Mode,Cloudy,Cloudy,Dusk/Dawn,Dusk/Dawn,Wet,Wet,No unusual conditions,No unusual conditions,Proceeding Straight,Proceeding Straight,Other,Rear End,N/A
gm-cruise-collision-report-june-23-2019.pdf,GM Cruise LLC,Cruise,2020,Chevrolet,Bolt,Divisadero St. and Fell St. ,San Francisco,San Francisco,CA,94117,/#20,N/A,N/A,N/A,N/A,2,GM Cruise LLC,/Yes,/Yes,N/A,N/A,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mercedes- Benz,2012,/#20,N/A,N/A,N/A,N/A,2,Conventional Mode,Clear,Clear,Daylight,Daylight,Dark,Dark,No unusual conditions,No unusual conditions,Proceeding Straight,Proceeding Straight,Other,Rear End,N/A
waymo-collision-report-august-12-2019.pdf,Waymo LLC,Waymo LLC,2017,Chrysler,Pacifica,S. Rengstorff Avenue at Crisanto Avenue,Mountain View,Santa Clara,CA,94040,/#20,N/A,N/A,N/A,N/A,2,Waymo LLC,/Yes,/Yes,N/A,N/A,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Subaru Forester,2016,/#20,N/A,N/A,N/A,N/A,2,Autonomous Mode,Clear,Clear,Daylight,Daylight,Dark,Dark,No unusual conditions,No unusual conditions,Proceeding Straight,Proceeding Straight,Other,Rear End,N/A
gm-cruise-collision-report-march-24-2019.pdf,GM Cruise LLC,Cruise,2019,Chevrolet,Bolt,11th St. and Folsom St. ,San Francisco,San Francisco,CA,94103,/#20,N/A,N/A,N/A,N/A,2,GM Cruise LLC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,/Yes,N/A,N/A,N/A,N/A,N/A,/Yes,N/A,/Yes,N/A,N/A,N/A,N/A,Toyota Prius,2011,/#20,N/A,N/A,N/A,N/A,2,Conventional Mode,Clear,Clear,Dark w Street-lights,Dark w Street-lights,Dark,Dark,No unusual conditions,No unusual conditions,Making Left Turn,Proceeding Straight,Other,Side Swipe,N/A
waymo-collision-report-august-13-2019.pdf,Waymo LLC,Waymo LLC,2017,Chrysler,Pacifica,Page Mill Road at Oregon Expressway,Palo Alto,Santa Clara,CA,94306,N/A,/#20,N/A,N/A,N/A,2,Waymo LLC,/Yes,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nissan Sentra,2009,/#20,N/A,N/A,N/A,N/A,2,Conventional Mode,Clear,Clear,Daylight,Daylight,Dark,Dark,No unusual conditions,No unusual conditions,Stopped,Proceeding Straight,Other,Rear End,N/A
cruise-collision-report-november-10-2019.pdf,Cruise LLC,Cruise,2020,Chevrolet,Bolt,1499 Vallejo St. ,San Francisco,San Francisco,CA,94109,N/A,/#20,N/A,N/A,N/A,2,Cruise LLC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,/Yes,N/A,N/A,N/A,N/A,N/A,/Yes,N/A,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Tiguan,N/A,/#20,N/A,N/A,N/A,N/A,2,Conventional Mode,Clear,Clear,Dark w Street-lights,Dark w Street-lights,Dark,Dark,No unusual conditions,No unusual conditions,Parking,Proceeding Straight,Other,Side Swipe,N/A
waymo-collision-report-october-10-2019.pdf,Waymo LLC,Waymo LLC,2017,Chrysler,Pacifica,Rengstorff Avenue at Central Expressway,Mountain View,Santa Clara,CA,94043,N/A,/#20,N/A,N/A,N/A,2,Waymo LLC,/Yes,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Toyota Sienna,N/A,/#20,N/A,N/A,N/A,N/A,2,Autonomous Mode,Clear,Clear,Daylight,Daylight,Dark,Dark,No unusual conditions,No unusual conditions,Stopped,Proceeding Straight,Other,Rear End,N/A
collision-report-zoox-december-20-2019.pdf,Zoox Inc,Zoox Inc,2016,Toyota,Highlander,Kearny Street and Jackson Street,San Francisco,San Francisco,CA,94108,/#20,N/A,N/A,N/A,Vehicle,2,Zoox Inc,N/A,/Yes,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HONDA CIVIC LX,2017,/#20,N/A,N/A,N/A,Vehicle,2,Conventional Mode,Cloudy,Cloudy,Daylight,Daylight,Dark,Dark,No unusual conditions,No unusual conditions,Making Right Turn,Proceeding Straight,Rear End,Side Swipe,N/A
gm-cruise-collision-report-august-4-2019.pdf,GM Cruise LLC,Cruise,2020,Chevrolet,Bolt,Leavenworth St. and Geary St. ,San Francisco,San Francisco,CA,94109,/#20,N/A,N/A,N/A,N/A,2,GM Cruise LLC,N/A,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Fiesta,2018,/#20,N/A,N/A,N/A,N/A,2,Conventional Mode,Clear,Clear,Daylight,Daylight,Dark,Dark,No unusual conditions,No unusual conditions,Proceeding Straight,Proceeding Straight,Other,Rear End,N/A
cruise-collision-report-november-25-2019.pdf,Cruise LLC,Cruise,2020,Chevrolet,Bolt,California St. and Hyde St. ,San Francisco,San Francisco,CA,94109,N/A,/#20,N/A,N/A,N/A,2,Cruise LLC,/Yes,N/A,N/A,N/A,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ranger,1999,/#20,N/A,N/A,N/A,N/A,2,Autonomous Mode,Clear,Clear,Dark w Street-lights,Dark w Street-lights,Dark,Dark,No unusual conditions,No unusual conditions,Making Right Turn,Making Right Turn,Other,Rear End,N/A
gm-cruise-collision-report-march-23-2019.pdf,GM Cruise LLC,Cruise,2019,Chevrolet,Bolt,Eddy St. and Leavenworth St. ,San Francisco,San Francisco,CA,94109,/#20,N/A,N/A,N/A,N/A,2,GM Cruise LLC,/Yes,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ford/ C-Max,2013,/#20,N/A,N/A,N/A,N/A,2,Autonomous Mode,Clear,Clear,Dark w Street-lights,Dark w Street-lights,Dark,Dark,No unusual conditions,No unusual conditions,Proceeding Straight,Proceeding Straight,Other,Rear End,N/A
pony-ai-collision-report-july-12-2019.pdf,"Pony.AI, Inc","Pony.AI, Inc",2018,Lincoln,MKZ,California Cir & Dixon Landing Rd,Milpitas,Alameda,CA,95035,N/A,/#20,N/A,N/A,N/A,2,"Pony.AI, Inc",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,/Yes,Civic LX,2011,/#20,N/A,N/A,N/A,N/A,1,Conventional Mode,Clear,Clear,Daylight,Daylight,Dark,Dark,No unusual conditions,No unusual conditions,Stopped,Backing,Other,Other,N/A
waymo-collision-report-may-29-2019.pdf,Waymo LLC,Waymo LLC,2017,Chrysler,Pacifica,San Antonio Road at Charleston Road,Palo Alto,Santa Clara,CA,94303,/Off,/#20,N/A,N/A,N/A,2,Waymo LLC,/Yes,/Off,/Off,N/A,/Off,N/A,N/A,/Off,N/A,/Off,N/A,N/A,N/A,N/A,N/A,/Off,N/A,/Off,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Honda Civic,UNK,/#20,N/A,N/A,N/A,N/A,2,Autonomous Mode,Clear,Clear,Daylight,Daylight,Dark,Dark,No unusual conditions,No unusual conditions,Stopped,Proceeding Straight,Side Swipe,Rear End,Entering/Leaving Traffic
waymo-collision-report-july-8-2019.pdf,Waymo LLC,Waymo LLC,2017,Chrysler,Pacifica,Escuela Avenue and El Camino Real,Mountain View,Santa Clara,CA,94040,N/A,/#20,N/A,N/A,N/A,2,Waymo LLC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Toyota 86,2018,/#20,N/A,N/A,N/A,N/A,2,Autonomous Mode,Clear,Clear,Daylight,Daylight,Dark,Dark,No unusual conditions,No unusual conditions,Stopped,Passing other Vehicle,Other,Side Swipe,N/A
gm-cruise-collision-report-june-8-2019.pdf,GM Cruise LLC,Cruise,2019,Chevrolet,Bolt,Clay St. and Van Ness Ave. ,San Francisco,San Francisco,CA,94109,/#20,N/A,N/A,N/A,N/A,2,GM Cruise LLC,N/A,N/A,N/A,N/A,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Audi AA,2014,/#20,N/A,N/A,N/A,N/A,2,Autonomous Mode,Clear,Clear,Daylight,Daylight,Dark,Dark,Construction - Repair Zone,Construction - Repair Zone,Proceeding Straight,Proceeding Straight,Other,Rear End,N/A
collision-report-zoox-june-19-2019.pdf,Zoox Inc.,Zoox,2016,Toyota,Highlander,Mason St & Sutter St,San Francisco,San Francisco,CA,94108,/#20,N/A,N/A,/#20,N/A,1,Zoox Inc.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bicycle,N/A,/#20,N/A,N/A,/#20,N/A,N/A,Conventional Mode,Cloudy,Cloudy,Daylight,Daylight,Dark,Dark,No unusual conditions,No unusual conditions,Proceeding Straight,Making Left Turn,Other,Head-On,N/A
gm-cruise-collision-report-august-10-2019.pdf,GM Cruise LLC,Cruise,2020,Chevrolet,Bolt,14th St. and Noe St. ,San Francisco,San Francisco,CA,94114,N/A,/#20,N/A,N/A,N/A,2,GM Cruise LLC,N/A,/Yes,/Yes,/Yes,N/A,N/A,N/A,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Taurus,2000,/#20,N/A,N/A,N/A,N/A,2,Conventional Mode,Clear,Clear,Dark w Street-lights,Dark w Street-lights,Dark,Dark,No unusual conditions,No unusual conditions,Slowing/Stopping,Making Left Turn,Other,Broadside,N/A
cruise-collision-report-november-9-2019.pdf,Cruise LLC,Cruise,2020,Chevrolet,Bolt,Howard St. and 11th St. ,San Francisco,San Francisco,CA,94103,N/A,/#20,N/A,N/A,N/A,3,Cruise LLC,N/A,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yamaha YZF-R3,2016,/#20,N/A,N/A,N/A,N/A,3,Conventional Mode,Clear,Clear,Daylight,Daylight,Dark,Dark,No unusual conditions,No unusual conditions,Slowing/Stopping,Passing other Vehicle,Other,Side Swipe,N/A
waymo-collision-report-may-22-2019.pdf,Waymo LLC,Waymo LLC,2017,Chrysler,Pacifica,Whisman Station Drive at S. Whisman Road,Mountain View,Santa Clara,CA,94043,N/A,/#20,N/A,N/A,N/A,2,Waymo LLC,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A, Lexus IS350,2015,/#20,N/A,N/A,N/A,N/A,2,Autonomous Mode,Cloudy,Cloudy,Daylight,Daylight,Dark,Dark,No unusual conditions,No unusual conditions,Stopped,Making Right Turn,Other,Rear End,N/A
waymo-collision-report-february-10-2019.pdf,Waymo LLC,Waymo LLC,2017,Chrysler,Pacifica,SB Highway 85 at El Camino Real,Mountain View,Santa Clara,CA,94040,/#20,/Off,N/A,N/A,N/A,2,Waymo LLC,/Off,/Off,/Yes,N/A,N/A,N/A,N/A,/Yes,N/A,/Yes,N/A,N/A,N/A,N/A,N/A,/Yes,N/A,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Chevrolet Traverse,UNK,/#20,N/A,N/A,N/A,N/A,2,Autonomous Mode,Clear,Clear,Daylight,Daylight,Dark,Dark,No unusual conditions,No unusual conditions,Stopped,Proceeding Straight,Side Swipe,Other,Entering/Leaving Traffic
collision-report-zoox-october-12-2019.pdf,Zoox Inc.,Zoox,2016,Toyota,Highlander,Polk St. and Green St. ,San Francisco,San Francisco,CA,94109,N/A,/#20,N/A,N/A,Car,2,Zoox Inc.,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,BMW 328 IX,2011,/#20,N/A,N/A,N/A,N/A,2,Autonomous Mode,Clear,Clear,Daylight,Daylight,Dark,Dark,No unusual conditions,No unusual conditions,Stopped,Proceeding Straight,Other,Rear End,N/A
gm-cruise-collision-report-february-14-2019.pdf,GM Cruise LLC,Cruise,2019,Chevrolet,Bolt,Gough St. and Fell St.,San Francisco,San Francisco,CA,94102,/#20,N/A,N/A,N/A,N/A,2,GM Cruise LLC,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Celica,N/A,/#20,N/A,N/A,N/A,N/A,2,Conventional Mode,Raining,Raining,Dark w Street-lights,Dark w Street-lights,Wet,Wet,No unusual conditions,No unusual conditions,Proceeding Straight,Proceeding Straight,Other,Rear End,N/A
lyft-collision-report-april-11-2019.pdf,"Lyft, Inc.","Lyft, Inc.",2018,Ford,Fusion,Natoma Street and 6th Street,San Francisco,San Francisco,CA,94103,/#20,N/A,N/A,N/A,N/A,2,"Lyft, Inc.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,/Yes,N/A,/Yes,N/A,N/A,N/A,N/A,Toyota Prius,2015,/#20,N/A,N/A,N/A,N/A,2,Conventional Mode,Clear,Clear,Daylight,Daylight,Dark,Dark,No unusual conditions,No unusual conditions,Proceeding Straight,Changing Lanes,Head-On,Side Swipe,N/A
gm-cruise-collision-report-may-24-2019.pdf,GM Cruise LLC,Cruise,2019,Chevrolet,Bolt,Geary Blvd between 8th Ave and 9th Ave,San Francisco,San Francisco,CA,94118,/#20,N/A,N/A,N/A,N/A,2,GM Cruise LLC,N/A,N/A,N/A,N/A,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Elantra,2017,/#20,N/A,N/A,N/A,N/A,2,Autonomous Mode,Clear,Clear,Daylight,Daylight,Dark,Dark,No unusual conditions,No unusual conditions,Changing Lanes,Changing Lanes,Other,Rear End,N/A
gm-cruise-collision-report-june-20-2019.pdf,GM Cruise LLC,Cruise,2020,Chevrolet,Bolt,Bush St. and Octavia St.,San Francisco,San Francisco,CA,94109,/#20,N/A,N/A,N/A,N/A,2,GM Cruise LLC,N/A,N/A,N/A,N/A,/Yes,N/A,/Yes,N/A,N/A,N/A,N/A,N/A,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,UNK,N/A,/#20,N/A,N/A,N/A,N/A,2,Conventional Mode,Clear,Clear,Dark w Street-lights,Dark w Street-lights,Dark,Dark,No unusual conditions,No unusual conditions,Making Left Turn,Changing Lanes,Other,Side Swipe,N/A
waymo-collision-report-july-16-2019.pdf,Waymo LLC,Waymo LLC,2017,Chrysler,Pacifica,Central Expressway at Thompson Avenue,Mountain View,Santa Clara,CA,94043,N/A,/#20,N/A,N/A,N/A,2,Waymo LLC,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Buick LeSabre,N/A,/#20,N/A,N/A,N/A,N/A,2,Conventional Mode,Clear,Clear,Daylight,Daylight,Dark,Dark,No unusual conditions,No unusual conditions,Stopped,Proceeding Straight,Other,Rear End,N/A
waymo-collision-report-october-14-2019.pdf,Waymo LLC,Waymo LLC,2017,Chrysler,Pacifica,Cuesta Drive at S. San Antonio Road,Los Altos,Santa Clara,CA,94022,N/A,/#20,N/A,N/A,N/A,2,Waymo LLC,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nissan NV200S,2019,/#20,N/A,N/A,N/A,N/A,2,Autonomous Mode,Clear,Clear,Dark w Street-lights,Dark w Street-lights,Dark,Dark,No unusual conditions,No unusual conditions,Stopped,Making Right Turn,Other,Rear End,N/A
lyft-collision-report-may-2-2019.pdf,"Lyft, Inc.","Lyft, Inc.",2018,Ford,Fusion,NB on San Antonio Rd.,Palo Alto,Santa Clara,CA,94306,N/A,/#20,N/A,N/A,N/A,N/A,"Lyft, Inc.",/Yes,/Yes,N/A,N/A,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ford Fusion,2017,/#20,N/A,N/A,N/A,N/A,2,Conventional Mode,Clear,Clear,Daylight,Daylight,Dark,Dark,No unusual conditions,No unusual conditions,Stopped,Proceeding Straight,Rear End,Head-On,N/A
aurora-innovation-collision-report-january-10-2019.pdf,Aurora Innovation Inc,Aurora Innovation Inc,2017,Lincoln,MKZ,Townsend and 3rd,San Francisco,San Francisco,CA,94107,N/A,/#20,N/A,N/A,N/A,2,Aurora Innovation Inc,/Yes,N/A,N/A,N/A,/Yes,N/A,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Honda CR-V,2004,/#20,N/A,N/A,N/A,N/A,2,Conventional Mode,Clear,Clear,Daylight,Daylight,Dark,Dark,No unusual conditions,No unusual conditions,Stopped,Proceeding Straight,Rear End,Head-On,CVC Sections Not Violated
cruise-collision-report-december-19-2019.pdf,Cruise LLC,Cruise,2020,Chevrolet,Bolt,Post St. and Leavenworth St. ,San Francisco,San Francisco,CA,94109,/#20,N/A,N/A,N/A,N/A,2,Cruise LLC,N/A,/Yes,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sienna,2015,N/A,N/A,N/A,N/A,N/A,2,Autonomous Mode,Clear,Clear,Daylight,Daylight,Dark,Dark,No unusual conditions,No unusual conditions,Proceeding Straight,Changing Lanes,Other,Rear End,N/A
gm-cruise-collision-report-january-10-2019.pdf,GM Cruise LLC,Cruise,2019,Chevrolet,Bolt,S. Van Ness Ave between 12th St. and 13th St.,San Francisco,San Francisco,CA,94103,/#20,N/A,N/A,N/A,N/A,2,GM Cruise LLC,N/A,N/A,N/A,N/A,/Yes,N/A,/Yes,N/A,N/A,N/A,N/A,N/A,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Prius,2017,/#20,N/A,N/A,N/A,N/A,2,Autonomous Mode,Clear,Clear,Daylight,Daylight,Slippery,Slippery,No unusual conditions,No unusual conditions,Proceeding Straight,Making Right Turn,Other,Rear End,N/A
cruise-collision-report-december-27-2019.pdf,Cruise LLC,Cruise,2020,Chevrolet,Bolt,850 Stanyan St. ,San Francisco,San Francisco,CA,94117,/#20,N/A,N/A,N/A,N/A,2,Cruise LLC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bus,N/A,/#20,N/A,N/A,N/A,N/A,2,Conventional Mode,Clear,Clear,Dusk/Dawn,Dusk/Dawn,Dark,Dark,No unusual conditions,No unusual conditions,Proceeding Straight,Passing other Vehicle,Other,Side Swipe,N/A
gm-cruise-collision-report-january-7-2019.pdf,GM Cruise LLC,Cruise,2019,Chevrolet,Bolt,Folsom St. and 11th St.,San Francisco,San Francisco,CA,94103,/#20,N/A,N/A,N/A,N/A,2,GM Cruise LLC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,/Yes,N/A,/Yes,N/A,N/A,N/A,N/A,N/A,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,Pcx150,2018,/#20,N/A,N/A,N/A,N/A,2,Conventional Mode,Clear,Clear,Dark w Street-lights,Dark w Street-lights,Dark,Dark,No unusual conditions,No unusual conditions,Making Left Turn,Changing Lanes,Other,Side Swipe,N/A
gm-cruise-collision-report-july-17-2019.pdf,GM Cruise LLC,Cruise,2020,Chevrolet,Bolt,Fell St. and Fillmore St. ,San Francisco,San Francisco,CA,94117,/#20,N/A,N/A,N/A,N/A,2,GM Cruise LLC,/Yes,/Yes,/Yes,/Yes,/Yes,/Yes,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Explorer,N/A,/#20,N/A,N/A,N/A,N/A,2,Conventional Mode,Clear,Clear,Daylight,Daylight,Dark,Dark,No unusual conditions,No unusual conditions,Proceeding Straight,Changing Lanes,Other,Rear End,N/A
gm-cruise-collision-report-september-5-2019.pdf,GM Cruise LLC,Cruise,2020,Chevrolet ,Bolt,Haight St. and Gough St.,San Francisco,San Francisco,CA,94102,/#20,N/A,N/A,N/A,N/A,2,GM Cruise LLC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vespa,N/A,/#20,N/A,N/A,N/A,N/A,2,Conventional Mode,Clear,Clear,Daylight,Daylight,Dark,Dark,No unusual conditions,No unusual conditions,Proceeding Straight,Proceeding Straight,Other,Broadside,N/A
cruise-collision-report-december-8-2019.pdf,Cruise LLC,Cruise,2020,Chevrolet,Bolt,30th Avenue and California Street,San Francisco,San Francisco,CA,94121,N/A,/#20,N/A,N/A,N/A,2,Cruise LLC,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Outback,2016,/#20,N/A,N/A,N/A,N/A,2,Autonomous Mode,Clear,Clear,Daylight,Daylight,Dark,Dark,No unusual conditions,No unusual conditions,Stopped,Slowing/Stopping,Other,Rear End,N/A
